S.No,Name of the author,List of Authors,Student Publication (Yes/No),Title,Type of Publication,Name of Conf/Journal/BC/TB/PT,SCOPUS Yes/No,WoS Yes/No,Publication Details,Year,Month,A.Y,URL,DoI,ISSN/ISBN,Indexing,Citations,Abstract,Keywords,Specialization,Status (Active/Inactive),,LINK,,,,,,,,
519,Dr Somula Ramasubba Reddy,"Sahoo K.S., Tripathy B.K., Naik K., Ramasubbareddy S., Balusamy B., Khari M., Burgos D.",No,An Evolutionary SVM Model for DDOS Attack Detection in Software Defined Networks,Journal,IEEE Access,Yes,No,"Volume 8, Pages - 132502-132513Publisher - Institute of Electrical and Electronics Engineers Inc., Institute of Electrical and Electronics Engineers Inc.",2020,July,2019-20,https://ieeexplore.ieee.org/document/9142183,10.1109/ACCESS.2020.3009733,21693536,,,,,,,,SRS-JPUB-032,,,,,,,,
520,Dr Somula Ramasubba Reddy,"Attili V.R., Annaluri S.R., Gali S.R., Somula R.",No,Behaviour and emotions of working professionals towards online learning systems: Sentiment analysis,Journal,International Journal of Gaming and Computer-Mediated Simulations,Yes,No,"Volume 12, 2 Pages - 26-43Publisher - IGI Global, IGI Global",2020,July,2019-20,https://www.igi-global.com/article/behaviour-and-emotions-of-working-professionals-towards-online-learning-systems/261256,10.4018/IJGCMS.2020040102,19423888,,,,,,,,SRS-JPUB-035,,,,,,,,
521,Dr Somula Ramasubba Reddy,"Rakshitha K., Rao A.S., Sagar Y., Ramasubbareddy S.",No,Demonstrating Broadcast Aggregate Keys for Data Sharing in Cloud,Book Chapter,Lecture Notes in Networks and Systems,Yes,No,"Volume 103, Pages - 185-193Publisher - Springer, Springer",2020,July,2019-20,https://www.springerprofessional.de/en/demonstrating-broadcast-aggregate-keys-for-data-sharing-in-cloud/17767090,10.1007/978-981-15-2043-3_23,23673370,,,,,,,,SRS-BPUB-008,,,,,,,,
522,Dr Somula Ramasubba Reddy,"Mishra B., Jena D., Somula R., Sankar S.",No,Secure Key Storage and Access Delegation through Cloud Storage,Journal,International Journal of Knowledge and Systems Science,Yes,No,"Volume 11, 4 Pages - 45-64Publisher - IGI Global, IGI Global",2020,July,2019-20,https://www.igi-global.com/article/secure-key-storage-and-access-delegation-through-cloud-storage/265164,10.4018/IJKSS.2020100104,,,,,,,,,SRS-JPUB-045,,,,,,,,
523,Dr Somula Ramasubba Reddy,"Baliarsingh S.K., Vipsita S., Gandomi A.H., Panda A., Bakshi S., Ramasubbareddy S.",No,Analysis of high-dimensional genomic data using MapReduce based probabilistic neural network,Journal,Computer Methods and Programs in Biomedicine,Yes,No,"Volume 195, Pages - -Publisher - Elsevier Ireland Ltd, Elsevier Ireland Ltd",2020,June,2019-20,https://pubmed.ncbi.nlm.nih.gov/32650089/,10.1016/j.cmpb.2020.105625,1692607,,,,,,,,SRS-JPUB-034,,,,,,,,
524,Dr Somula Ramasubba Reddy,"Aditya Sai Srinivas T., Somula R., Govinda K., Saxena A., Pramod Reddy A.",No,Estimating rainfall using machine learning strategies based on weather radar data,Journal,International Journal of Communication Systems,Yes,No,"Volume 33, 13 Pages - -Publisher - John Wiley and Sons Ltd, John Wiley and Sons Ltd",2020,June,2019-20,https://onlinelibrary.wiley.com/doi/10.1002/dac.3999,10.1002/dac.3999,,,,,,,,,SRS-JPUB-040,,,,,,,,
525,Dr Somula Ramasubba Reddy,"Sahoo K.S., Tiwary M., Sahoo B., Mishra B.K., RamaSubbaReddy S., Luhach A.Kr.",No,RTSM: Response time optimisation during switch migration in software-defined wide area network,Journal,IET Wireless Sensor Systems,Yes,No,"Volume 10, 3 Pages - 105-111Publisher - Institution of Engineering and Technology, Institution of Engineering and Technology",2020,June,2019-20,https://digital-library.theiet.org/content/journals/10.1049/iet-wss.2019.0125,10.1049/iet-wss.2019.0125,,,,,,,,,SRS-JPUB-044,,,,,,,,
526,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Srinivas T.A.S., Govinda K., Manivannan S.S.",No,Comparative Study of Clustering Techniques in Market Segmentation,Book Chapter,Lecture Notes in Networks and Systems,Yes,No,"Volume 103, Pages - 117-125Publisher - Springer, Springer",2020,March,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-2043-3_15,10.1007/978-981-15-2043-3_15,23673370,,,,,,,,SRS-BPUB-005,,,,,,,,
527,Dr Somula Ramasubba Reddy,"Sankar S., Srinivasan P., Ramasubbareddy S., Balamurugan B.",No,Energy-aware multipath routing protocol for internet of things using network coding techniques,Journal,International Journal of Grid and Utility Computing,Yes,No,"Volume 11, 6 Pages - 838-846Publisher - Inderscience Publishers, Inderscience Publishers",2020,September,2019-20,https://www.inderscience.com/info/inarticle.php?artid=110899,10.1504/IJGUC.2020.110899,1741847X,,,,,,,,SRS-JPUB-039,,,,,,,,
528,Dr Somula Ramasubba Reddy,Kuppani Sathish Somula Ramasubbareddy K. Govinda,No,Detection and Localization of Multiple Objects Using VGGNet and Single Shot Detection,Book Chapter,Information Technology VNRVJIET Hyderabad India,Yes,No,"Emerging Research in Data Engineering Systems and Computer Communications Proceedings of CCODE 2019, 427-439, February",2020,February,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0135-7_40,https://doi.org/10.1007/978-981-15-0135-7_40,978-981-15-0135-7,,,,,,,,SRS-BPUB-009,,,,,,,,
529,Dr Somula Ramasubba Reddy,"A. Vijaya Krishna, Somula Ramasubbareddy K. Govinda",No,A Unified Platform for Crisis Mapping Using Web Enabled Crowdsourcing Powered by Knowledge Management,Book Chapter,Part of the Algorithms for Intelligent Systems book series (AIS),Yes,No,"Part of the Algorithms for Intelligent Systems book series (AIS), pp 195-205, December",2020,January,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-0633-8_19,DOI https://doi.org/10.1007/978-981-15-0633-8_19,Print ISBN 978-981-15-0632-1,,,,,,,,SRS-BPUB-002,,,,,,,,
530,Dr Somula Ramasubba Reddy,Santhosh Maddila Somula Ramasubbareddy K. Govinda,No,Crime and Fraud Detection Using Clustering Techniques,Book Chapter,Innovations in Computer Science and Engineering,Yes,No,"Innovations in Computer Science and Engineering Proceedings of 7th ICICSE, 135-143, March",2020,March,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-2043-3_17,https://doi.org/10.1007/978-981-15-2043-3_17,978-981-15-2042-6,,,,,,,,SRS-BPUB-006,,,,,,,,
531,Dr Somula Ramasubba Reddy,"Somula Ramasubbareddy T. Aditya Sai Srinivas, K. Govinda, S. S. Manivannan",No,Crime Prediction System,Book Chapter,Innovations in Computer Science and Engineering,Yes,No,"Innovations in Computer Science and Engineering Proceedings of 7th ICICSE, 127-134, March",2020,March,2019-20,https://link.springer.com/chapter/10.1007/978-981-15-2043-3_16,https://doi.org/10.1007/978-981-15-2043-3_16,978-981-15-2042-6,,,,,,,,SRS-BPUB-007,,,,,,,,
532,Dr Somula Ramasubba Reddy,"Lavanya V., Ramasubbareddy S., Govinda K.",No,Fuzzy Keyword Matching Using N-Gram and Cryptographic Approach Over Encrypted Data in Cloud,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1076, Pages - 551-558Publisher - Springer, Springer",2020,April,2020-21,https://link.springer.com/chapter/10.1007%2F978-981-15-0947-6_52,10.1007/978-981-15-0947-6_52,,,,,,,,,SRS-CPUB-011,,,,,,,,
533,Dr Somula Ramasubba Reddy,"Das S.R., Ray P.K., Sahoo A.K., Ramasubbareddy S., Babu T.S., Kumar N.M., Alhelou H.H., Siano P.",No,Performance of hybrid filter in a microgrid integrated power system network using wavelet techniques,Journal,Applied Sciences (Switzerland),Yes,No,"Volume 10, 19 Pages - -Publisher - MDPI AG, MDPI AG",2020,August,2020-21,https://www.mdpi.com/2076-3417/10/19/6792,10.3390/app10196792,,,,,,,,,SRS-JPUB-041,,,,,,,,
534,Dr Somula Ramasubba Reddy,"Suresh C., Kanthmotupalli R., Srivani B., Venkata Krishna Rao M., Ramasubbareddy S.",No,Predicting students’ transformation to maximum depressive disorder and level of suicidal tendency,Journal,International Journal of Advanced Science and Technology,Yes,No,"Volume 29, 7 Special Issue Pages - 1051-1059Publisher - Science and Engineering Research Support Society, Science and Engineering Research Support Society",2020,August,2020-21,http://sersc.org/journals/index.php/IJAST/article/view/10482,,,,,,,,,,SRS-JPUB-042,,,,,,,,
535,Dr Somula Ramasubba Reddy,"Basha S.M., Rajput D.S., Janet J., Ramasubbareddy S., Ram S.",No,Principles and practices of making agriculture sustainable: Crop yield prediction using random forest,Journal,Scalable Computing,Yes,No,"Volume 21, 4 Pages - 591-599Publisher - West University of Timisoara, West University of Timisoara",2020,December,2020-21,https://www.scpe.org/index.php/scpe/article/view/1714,10.12694:/scpe.v21i4.1714,,,,,,,,,SRS-JPUB-043,,,,,,,,
536,Dr Somula Ramasubba Reddy,"Somula R., Dinesh Kumar K., Aravindharamanan S., Govinda K.",No,Twitter Sentiment Analysis Based on US Presidential Election 2016,Conference Paper,"Smart Innovation, Systems and Technologies",Yes,No,"Volume 159, Pages - 363-373Publisher - Springer, Springer",2020,July,2020-21,https://research.vit.ac.in/publication/twitter-sentiment-analysis-based,10.1007/978-981-13-9282-5_34,,,,,,,,,SRS-CPUB-029,,,,,,,,
537,Dr Somula Ramasubba Reddy,"Vinodhini V., Sathiyabhama B., Sankar S., Somula R.",No,A deep structured model for video captioning,Journal,International Journal of Gaming and Computer-Mediated Simulations,Yes,No,"Volume 12, 2 Pages - 44-56Publisher - IGI Global, IGI Global",2020,May,2020-21,https://www.igi-global.com/article/a-deep-structured-model-for-video-captioning/261257,10.4018/IJGCMS.2020040103,19423888,,,,,,,,SRS-JPUB-031,,,,,,,,
538,Dr Somula Ramasubba Reddy,"Sennan S., Ramasubbareddy S., Luhach A.K., Nayyar A., Qureshi B.",No,Ct?rpl: Cluster tree based routing protocol to maximize the lifetime of internet of things,Journal,Sensors (Switzerland),Yes,No,"Volume 20, 20 Pages - 1-18Publisher - MDPI AG, MDPI AG",2020,October,2020-21,https://www.mdpi.com/1424-8220/20/20/5858,10.3390/s20205858,14248220,,,,,,,,SRS-JPUB-036,,,,,,,,
539,Dr Somula Ramasubba Reddy,"Samanta S., Singhar S.S., Gandomi A.H., Ramasubbareddy S., Sankar S.",No,A WiVi Based IoT Framework for Detection of Human Trafficking Victims Kept in Hideouts,Conference Paper,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Yes,No,"Volume 12405 LNCS, Pages - 96-107Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2020,September,2020-21,https://link.springer.com/chapter/10.1007/978-3-030-59615-6_7,10.1007/978-3-030-59615-6_7,3029743,,,,,,,,SRS-CPUB-003,,,,,,,,
540,Dr Somula Ramasubba Reddy,"Sahoo K.S., Ramasubbareddy S., Balusamy B., Deep B.V.",No,Analysing control plane scalability issue of software defined wide area network using simulated annealing technique,Journal,International Journal of Grid and Utility Computing,Yes,No,"Volume 11, 6 Pages - 827-837Publisher - Inderscience Publishers, Inderscience Publishers",2020,September,2020-21,https://www.inderscience.com/info/inarticle.php?artid=110898,10.1504/IJGUC.2020.110898,1741847X,,,,,,,,SRS-JPUB-033,,,,,,,,
541,Dr Somula Ramasubba Reddy,"Ravindranath V., Ramasamy S., Somula R., Sahoo K.S., Gandomi A.H.",No,Swarm Intelligence Based Feature Selection for Intrusion and Detection System in Cloud Infrastructure,Conference Paper,"2020 IEEE Congress on Evolutionary Computation, CEC 2020 - Conference Proceedings",Yes,No,"Volume , Pages - -Publisher - Institute of Electrical and Electronics Engineers Inc., Institute of Electrical and Electronics Engineers Inc.",2020,September,2020-21,https://ieeexplore.ieee.org/document/9185887,10.1109/CEC48606.2020.9185887,,,,,,,,,SRS-CPUB-028,,,,,,,,
542,Dr Somula Ramasubba Reddy,"Naga Chandrika G., Ramasubbareddy S., Govinda K., Pavan Kumar C.S.",No,Maximize power generated using solar tracking mechanism,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1171, Pages - 339-346Publisher - Springer, Springer",2021,August,2020-21,https://link.springer.com/chapter/10.1007%2F978-981-15-5400-1_35,10.1007/978-981-15-5400-1_35,,,,,,,,,SRS-CPUB-015,,,,,,,,
543,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Manik M., Srinivas T.A.S., Govinda K.",No,Plants nutrient deficiency identification using classification,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1171, Pages - 329-338Publisher - Springer, Springer",2021,August,2020-21,https://link.springer.com/chapter/10.1007/978-981-15-5400-1_34,10.1007/978-981-15-5400-1_34,,,,,,,,,SRS-CPUB-017,,,,,,,,
544,Dr Somula Ramasubba Reddy,"Begum S., Satish T., Suresh C., Bhavani T., Ramasubbareddy S.",No,Predicting type of lung cancer by using k-mlr algorithm,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1171, Pages - 377-388Publisher - Springer, Springer",2021,August,2020-21,https://link.springer.com/chapter/10.1007%2F978-981-15-5400-1_39,10.1007/978-981-15-5400-1_39,,,,,,,,,SRS-CPUB-018,,,,,,,,
545,Dr Somula Ramasubba Reddy,"Resma K.S., Sharvani G.S., Somula R.",No,Optimization of cloud load balancing using fitness function and duopoly theory,Journal,International Journal of Intelligent Computing and Cybernetics,Yes,No,"Volume , Pages - -Publisher - Emerald Group Holdings Ltd., Emerald Group Holdings Ltd.",2021,February,2020-21,https://www.ingentaconnect.com/content/mcb/ijicc/2021/00000014/00000002/art00008,10.1108/IJICC-11-2020-0176,,,,,,,,,SRS-JPUB-047,,,,,,,,
546,Dr Somula Ramasubba Reddy,"Ramasubbareddy S., Srinivas T.A.S., Govinda K., Swetha E.",No,Sales analysis on back friday using machine learning techniques,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1171, Pages - 313-319Publisher - Springer, Springer",2021,January,2020-21,https://link.springer.com/chapter/10.1007%2F978-981-15-5400-1_32,10.1007/978-981-15-5400-1_32,,,,,,,,,SRS-CPUB-022,,,,,,,,
547,Dr Somula Ramasubba Reddy,"Mohanta B.K., Jena D., Ramasubbareddy S., Daneshmand M., Gandomi A.H.",No,Addressing Security and Privacy Issues of IoT Using Blockchain Technology,Journal,IEEE Internet of Things Journal,Yes,No,"Volume 8, 2 Pages - 881-888Publisher - Institute of Electrical and Electronics Engineers Inc., Institute of Electrical and Electronics Engineers Inc.",2021,July,2020-21,https://ieeexplore.ieee.org/document/9139445,10.1109/JIOT.2020.3008906,23274662,,,,,,,,SRS-JPUB-046,,,,,,,,
548,Dr Somula Ramasubba Reddy,"Govinda K., Naveenraj K., Reddy S.R.S.",No,Sentiment analysis for product rating using classification,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1200 AISC, Pages - 785-793Publisher - Springer, Springer",2021,July,2020-21,https://link.springer.com/chapter/10.1007/978-3-030-51859-2_71,10.1007/978-3-030-51859-2_71,,,,,,,,,SRS-CPUB-023,,,,,,,,
549,Dr Somula Ramasubba Reddy,"Sankar S., Somula R., Lakshmana Kumar R., Srinivasan P., Amala Jayanthi M.",No,Trust-aware routing framework for internet of things,Journal,International Journal of Knowledge and Systems Science,Yes,No,"Volume 12, 1 Pages - 48-59Publisher - IGI Global, IGI Global",2021,July,2020-21,https://www.igi-global.com/article/trust-aware-routing-framework-for-internet-of-things/271422,10.4018/IJKSS.2021010104,,,,,,,,,SRS-JPUB-048,,,,,,,,
550,Dr Somula Ramasubba Reddy,"Aravindharamanan S., Ramasubbareddy S., Govinda K., Swetha E.",No,Gmusic player using self-adjusting graph data structures,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1171, Pages - 321-327Publisher - Springer, Springer",2021,August,2021-22,https://link.springer.com/chapter/10.1007%2F978-981-15-5400-1_33,10.1007/978-981-15-5400-1_33,,,,,,,,,SRS-CPUB-012,,,,,,,,
551,Dr Somula Ramasubba Reddy,"Aditya Sai Srinivas T., Ramasubbareddy S., Sharma A., Govinda K.",No,Optimal energy distribution in smart grid,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1177, Pages - 383-391Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2021,August,2021-22,https://link.springer.com/chapter/10.1007%2F978-981-15-5679-1_36,10.1007/978-981-15-5679-1_36,,,,,,,,,SRS-CPUB-016,,,,,,,,
552,Dr Somula Ramasubba Reddy,"Dande M., Ramasubbareddy S.",No,Robust automation testing tool for gui applications in agile world—faster to market,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1177, Pages - 393-407Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2021,August,2021-22,https://link.springer.com/chapter/10.1007%2F978-981-15-5679-1_37,10.1007/978-981-15-5679-1_37,,,,,,,,,SRS-CPUB-021,,,,,,,,
553,Dr Somula Ramasubba Reddy,"Aditya Sai Srinivas T., Ramasubbareddy S., Govinda K., Pavan Kumar C.S.",No,Storage optimization using file compression techniques for big data,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1177, Pages - 409-416Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2021,August,2021-22,https://link.springer.com/chapter/10.1007/978-981-15-5679-1_38,10.1007/978-981-15-5679-1_38,,,,,,,,,SRS-CPUB-027,,,,,,,,
554,Dr Somula Ramasubba Reddy,"Jena M.D., Singhar S.S., Mohanta B.K., Ramasubbareddy S.",No,Ensuring data privacy using machine learning for responsible data science,Conference Paper,Advances in Intelligent Systems and Computing,Yes,No,"Volume 1177, Pages - 507-514Publisher - Springer Science and Business Media Deutschland GmbH, Springer Science and Business Media Deutschland GmbH",2021,August,2022-22,https://link.springer.com/chapter/10.1007/978-981-15-5679-1_49,10.1007/978-981-15-5679-1_49,,,,,,,,,SRS-CPUB-010,,,,,,,,
555,Dr Somula Ramasubba Reddy,"S Sankar, Somula Ramasubbareddy, Ashish Kr Luhach, Pushpita Chatterjee",No,NCCLA: new caledonian crow learning algorithm based cluster head selection for Internet of Things in smart cities,Journal,Journal of Ambient Intelligence and Humanized Computing,-,-,Pages 1-11 Publisher Springer Berlin Heidelberg,2022,April,2021-22,https://link.springer.com/article/10.1007/s12652-021-03503-3,https://doi.org/10.1007/s12652-021-03503-3,"ISSN. 18685137, 18685145",,,,,,,,,,,,,,,,
